image_id,original_label,mapped_label
329,Unlabeled litter,Other
329,Aluminium blister pack,Metal
329,Other plastic wrapper,Plastic
329,Other plastic wrapper,Plastic
329,Plastic straw,Plastic
329,Unlabeled litter,Other
329,Tissues,Paper
329,Unlabeled litter,Other
329,Unlabeled litter,Other
329,Plastic straw,Plastic
330,Plastic straw,Plastic
330,Clear plastic bottle,Plastic
330,Plastic bottle cap,Plastic
330,Normal paper,Paper
330,Normal paper,Paper
330,Normal paper,Paper
330,Normal paper,Paper
330,Unlabeled litter,Other
331,Unlabeled litter,Other
331,Other plastic wrapper,Plastic
331,Other plastic wrapper,Plastic
331,Other plastic wrapper,Plastic
331,Other plastic wrapper,Plastic
332,Other plastic wrapper,Plastic
332,Other plastic wrapper,Plastic
332,Garbage bag,Plastic
332,Cigarette,Other
332,Paper bag,Paper
332,Other plastic wrapper,Plastic
332,Cigarette,Other
332,Other plastic wrapper,Plastic
332,Unlabeled litter,Other
332,Other plastic wrapper,Plastic
333,Cigarette,Other
333,Other plastic wrapper,Plastic
334,Other plastic wrapper,Plastic
334,Drink carton,Paper
334,Plastic straw,Plastic
334,Plastic film,Plastic
334,Other plastic bottle,Plastic
334,Plastic bottle cap,Plastic
334,Other plastic,Plastic
335,Other plastic wrapper,Plastic
335,Other plastic,Plastic
335,Drink can,Metal
335,Clear plastic bottle,Plastic
335,Plastic bottle cap,Plastic
335,Other plastic wrapper,Plastic
335,Other plastic wrapper,Plastic
336,Other carton,Paper
336,Paper cup,Paper
336,Plastic film,Plastic
336,Aluminium foil,Metal
337,Aluminium blister pack,Metal
338,Unlabeled litter,Other
338,Unlabeled litter,Other
338,Unlabeled litter,Other
338,Unlabeled litter,Other
338,Unlabeled litter,Other
339,Plastic film,Plastic
339,Plastic film,Plastic
339,Plastic film,Plastic
339,Clear plastic bottle,Plastic
339,Unlabeled litter,Other
339,Unlabeled litter,Other
340,Normal paper,Paper
340,Other plastic wrapper,Plastic
340,Single-use carrier bag,Plastic
341,Plastic film,Plastic
342,Plastic bottle cap,Plastic
342,Unlabeled litter,Other
343,Plastic bottle cap,Plastic
344,Drink can,Metal
344,Drink can,Metal
344,Drink can,Metal
344,Single-use carrier bag,Plastic
344,Plastic film,Plastic
344,Other carton,Paper
344,Clear plastic bottle,Plastic
344,Plastic bottle cap,Plastic
345,Drink can,Metal
346,Clear plastic bottle,Plastic
347,Disposable plastic cup,Plastic
347,Plastic straw,Plastic
347,Plastic straw,Plastic
347,Plastic lid,Plastic
347,Disposable plastic cup,Plastic
347,Cigarette,Other
347,Cigarette,Other
347,Plastic lid,Plastic
347,Cigarette,Other
348,Corrugated carton,Paper
348,Corrugated carton,Paper
348,Clear plastic bottle,Plastic
348,Plastic bottle cap,Plastic
348,Plastic bottle cap,Plastic
348,Plastic bottle cap,Plastic
348,Clear plastic bottle,Plastic
348,Disposable plastic cup,Plastic
348,Other plastic wrapper,Plastic
348,Plastic film,Plastic
348,Cigarette,Other
349,Other plastic,Plastic
349,Rope & strings,Other
350,Disposable plastic cup,Plastic
350,Unlabeled litter,Other
351,Cigarette,Other
351,Cigarette,Other
351,Cigarette,Other
351,Cigarette,Other
351,Cigarette,Other
351,Cigarette,Other
351,Cigarette,Other
351,Cigarette,Other
351,Rope & strings,Other
351,Plastic bottle cap,Plastic
351,Other plastic,Plastic
351,Other plastic,Plastic
351,Unlabeled litter,Other
351,Unlabeled litter,Other
351,Unlabeled litter,Other
351,Cigarette,Other
352,Other plastic,Plastic
352,Cigarette,Other
352,Cigarette,Other
352,Cigarette,Other
352,Other plastic,Plastic
352,Other plastic,Plastic
352,Other plastic,Plastic
352,Other plastic,Plastic
352,Other plastic,Plastic
352,Other plastic,Plastic
352,Other plastic,Plastic
352,Other plastic,Plastic
352,Unlabeled litter,Other
352,Cigarette,Other
352,Cigarette,Other
352,Cigarette,Other
352,Other plastic,Plastic
353,Disposable plastic cup,Plastic
354,Drink can,Metal
355,Disposable plastic cup,Plastic
356,Other plastic wrapper,Plastic
356,Crisp packet,Plastic
356,Other plastic wrapper,Plastic
357,Other plastic wrapper,Plastic
358,Crisp packet,Plastic
358,Plastic film,Plastic
358,Unlabeled litter,Other
358,Unlabeled litter,Other
358,Glass bottle,Glass
358,Unlabeled litter,Other
358,Plastic film,Plastic
358,Cigarette,Other
358,Plastic film,Plastic
359,Single-use carrier bag,Plastic
359,Normal paper,Paper
359,Other plastic wrapper,Plastic
359,Other plastic wrapper,Plastic
359,Other carton,Paper
359,Other carton,Paper
359,Unlabeled litter,Other
360,Clear plastic bottle,Plastic
360,Other plastic wrapper,Plastic
360,Other plastic wrapper,Plastic
360,Plastic bottle cap,Plastic
360,Other plastic wrapper,Plastic
360,Other plastic wrapper,Plastic
361,Other plastic wrapper,Plastic
362,Other plastic wrapper,Plastic
362,Other plastic wrapper,Plastic
362,Other plastic wrapper,Plastic
362,Plastic film,Plastic
362,Other plastic wrapper,Plastic
362,Other plastic wrapper,Plastic
362,Other plastic wrapper,Plastic
362,Other plastic wrapper,Plastic
362,Other plastic wrapper,Plastic
362,Other plastic wrapper,Plastic
362,Plastic film,Plastic
362,Plastic film,Plastic
362,Plastic film,Plastic
362,Plastic film,Plastic
362,Plastic film,Plastic
362,Plastic film,Plastic
362,Plastic film,Plastic
362,Plastic film,Plastic
362,Plastic film,Plastic
362,Unlabeled litter,Other
362,Crisp packet,Plastic
362,Crisp packet,Plastic
362,Other plastic wrapper,Plastic
362,Other plastic wrapper,Plastic
362,Other plastic wrapper,Plastic
362,Other plastic wrapper,Plastic
362,Other plastic wrapper,Plastic
362,Plastic film,Plastic
362,Other plastic wrapper,Plastic
362,Other plastic wrapper,Plastic
362,Other plastic bottle,Plastic
362,Other plastic wrapper,Plastic
362,Other plastic wrapper,Plastic
362,Other plastic wrapper,Plastic
362,Other plastic wrapper,Plastic
362,Other plastic wrapper,Plastic
362,Other plastic wrapper,Plastic
362,Other plastic wrapper,Plastic
363,Plastic film,Plastic
363,Normal paper,Paper
363,Other plastic wrapper,Plastic
363,Plastic film,Plastic
363,Plastic film,Plastic
363,Plastic film,Plastic
363,Plastic film,Plastic
363,Unlabeled litter,Other
363,Other plastic wrapper,Plastic
363,Other plastic wrapper,Plastic
363,Other plastic wrapper,Plastic
363,Unlabeled litter,Other
363,Other plastic wrapper,Plastic
363,Plastic straw,Plastic
363,Plastic lid,Plastic
363,Unlabeled litter,Other
363,Plastic film,Plastic
363,Plastic film,Plastic
363,Plastic film,Plastic
363,Plastic film,Plastic
363,Styrofoam piece,Other
363,Styrofoam piece,Other
363,Styrofoam piece,Other
363,Unlabeled litter,Other
363,Other plastic container,Plastic
363,Plastic film,Plastic
363,Plastic film,Plastic
363,Plastic film,Plastic
363,Plastic film,Plastic
363,Other plastic wrapper,Plastic
363,Styrofoam piece,Other
363,Styrofoam piece,Other
363,Unlabeled litter,Other
363,Other plastic wrapper,Plastic
363,Plastic straw,Plastic
363,Unlabeled litter,Other
363,Unlabeled litter,Other
364,Drink carton,Paper
364,Plastic film,Plastic
365,Plastic film,Plastic
366,Plastic film,Plastic
367,Carded blister pack,Other
367,Other plastic wrapper,Plastic
367,Unlabeled litter,Other
367,Unlabeled litter,Other
368,Plastic straw,Plastic
368,Disposable plastic cup,Plastic
369,Glass bottle,Glass
370,Single-use carrier bag,Plastic
371,Plastic film,Plastic
372,Single-use carrier bag,Plastic
373,Disposable plastic cup,Plastic
374,Plastic film,Plastic
375,Disposable plastic cup,Plastic
375,Plastic straw,Plastic
375,Plastic straw,Plastic
375,Unlabeled litter,Other
375,Other plastic wrapper,Plastic
375,Disposable plastic cup,Plastic
375,Unlabeled litter,Other
375,Unlabeled litter,Other
375,Disposable plastic cup,Plastic
376,Plastic straw,Plastic
376,Plastic straw,Plastic
377,Drink can,Metal
378,Drink can,Metal
378,Drink can,Metal
379,Other plastic wrapper,Plastic
380,Clear plastic bottle,Plastic
380,Plastic bottle cap,Plastic
381,Normal paper,Paper
382,Other plastic wrapper,Plastic
383,Other plastic wrapper,Plastic
384,Plastic film,Plastic
385,Plastic lid,Plastic
385,Paper bag,Paper
385,Single-use carrier bag,Plastic
385,Clear plastic bottle,Plastic
385,Single-use carrier bag,Plastic
385,Plastic film,Plastic
385,Plastic film,Plastic
385,Plastic film,Plastic
385,Plastic film,Plastic
385,Drink can,Metal
386,Plastic film,Plastic
386,Plastic film,Plastic
386,Plastic film,Plastic
386,Plastic film,Plastic
386,Plastic film,Plastic
386,Plastic film,Plastic
386,Plastic film,Plastic
386,Plastic film,Plastic
386,Plastic lid,Plastic
386,Other plastic,Plastic
386,Plastic film,Plastic
386,Plastic film,Plastic
387,Meal carton,Paper
387,Plastic film,Plastic
387,Plastic film,Plastic
387,Single-use carrier bag,Plastic
388,Disposable plastic cup,Plastic
388,Plastic film,Plastic
388,Plastic film,Plastic
388,Meal carton,Paper
388,Single-use carrier bag,Plastic
389,Clear plastic bottle,Plastic
389,Plastic bottle cap,Plastic
389,Plastic bottle cap,Plastic
389,Plastic lid,Plastic
389,Plastic film,Plastic
389,Plastic film,Plastic
389,Plastic film,Plastic
389,Plastic straw,Plastic
389,Unlabeled litter,Other
389,Other plastic wrapper,Plastic
389,Unlabeled litter,Other
389,Other plastic wrapper,Plastic
389,Foam food container,Other
389,Plastic film,Plastic
389,Plastic film,Plastic
390,Plastic straw,Plastic
390,Plastic film,Plastic
390,Plastic film,Plastic
390,Disposable plastic cup,Plastic
390,Plastic film,Plastic
390,Plastic film,Plastic
391,Other plastic wrapper,Plastic
391,Other plastic wrapper,Plastic
391,Plastic bottle cap,Plastic
391,Clear plastic bottle,Plastic
391,Plastic bottle cap,Plastic
391,Unlabeled litter,Other
392,Plastic straw,Plastic
392,Plastic lid,Plastic
392,Disposable plastic cup,Plastic
392,Plastic film,Plastic
392,Disposable plastic cup,Plastic
392,Plastic lid,Plastic
392,Plastic straw,Plastic
392,Plastic film,Plastic
392,Plastic film,Plastic
392,Plastic film,Plastic
392,Other plastic wrapper,Plastic
393,Disposable plastic cup,Plastic
393,Other plastic wrapper,Plastic
393,Plastic lid,Plastic
394,Clear plastic bottle,Plastic
394,Other plastic,Plastic
394,Plastic film,Plastic
394,Unlabeled litter,Other
394,Unlabeled litter,Other
395,Plastic bottle cap,Plastic
395,Clear plastic bottle,Plastic
395,Unlabeled litter,Other
395,Unlabeled litter,Other
396,Unlabeled litter,Other
396,Foam food container,Other
396,Foam food container,Other
397,Single-use carrier bag,Plastic
398,Plastic film,Plastic
398,Plastic straw,Plastic
398,Cigarette,Other
399,Normal paper,Paper
400,Plastic film,Plastic
401,Unlabeled litter,Other
402,Plastic utensils,Plastic
403,Wrapping paper,Paper
404,Single-use carrier bag,Plastic
404,Unlabeled litter,Other
404,Meal carton,Paper
404,Unlabeled litter,Other
405,Disposable plastic cup,Plastic
405,Plastic straw,Plastic
405,Other plastic wrapper,Plastic
406,Other plastic wrapper,Plastic
406,Plastic film,Plastic
406,Other carton,Paper
406,Other carton,Paper
406,Other plastic wrapper,Plastic
407,Other plastic wrapper,Plastic
408,Plastic straw,Plastic
408,Cigarette,Other
409,Disposable plastic cup,Plastic
409,Plastic lid,Plastic
409,Plastic straw,Plastic
409,Plastic film,Plastic
410,Other plastic wrapper,Plastic
410,Plastic film,Plastic
410,Other plastic wrapper,Plastic
410,Other carton,Paper
410,Clear plastic bottle,Plastic
410,Plastic bottle cap,Plastic
411,Disposable plastic cup,Plastic
411,Plastic lid,Plastic
411,Plastic straw,Plastic
411,Cigarette,Other
412,Single-use carrier bag,Plastic
413,Plastic bottle cap,Plastic
414,Other plastic wrapper,Plastic
414,Other plastic bottle,Plastic
414,Plastic straw,Plastic
414,Drink carton,Paper
414,Unlabeled litter,Other
414,Unlabeled litter,Other
414,Unlabeled litter,Other
415,Disposable plastic cup,Plastic
415,Unlabeled litter,Other
415,Unlabeled litter,Other
415,Other plastic wrapper,Plastic
415,Unlabeled litter,Other
415,Other plastic,Plastic
415,Unlabeled litter,Other
416,Plastic straw,Plastic
416,Plastic utensils,Plastic
416,Disposable plastic cup,Plastic
416,Other plastic wrapper,Plastic
416,Other carton,Paper
417,Drink carton,Paper
417,Plastic straw,Plastic
417,Plastic straw,Plastic
418,Disposable plastic cup,Plastic
419,Other plastic wrapper,Plastic
420,Plastic straw,Plastic
420,Other plastic,Plastic
420,Drink carton,Paper
420,Plastic straw,Plastic
420,Plastic film,Plastic
420,Plastic straw,Plastic
420,Plastic film,Plastic
420,Plastic film,Plastic
421,Plastic straw,Plastic
421,Plastic film,Plastic
421,Plastic film,Plastic
422,Plastic straw,Plastic
423,Plastic straw,Plastic
423,Plastic straw,Plastic
423,Plastic straw,Plastic
423,Disposable plastic cup,Plastic
423,Plastic film,Plastic
423,Plastic lid,Plastic
423,Other plastic,Plastic
423,Other plastic,Plastic
424,Other plastic wrapper,Plastic
425,Plastic film,Plastic
426,Plastic straw,Plastic
426,Plastic straw,Plastic
426,Plastic straw,Plastic
426,Plastic straw,Plastic
426,Plastic straw,Plastic
426,Plastic straw,Plastic
426,Plastic straw,Plastic
426,Plastic straw,Plastic
426,Plastic straw,Plastic
426,Plastic straw,Plastic
426,Plastic straw,Plastic
426,Plastic straw,Plastic
426,Plastic straw,Plastic
426,Plastic straw,Plastic
426,Plastic straw,Plastic
426,Plastic straw,Plastic
426,Plastic straw,Plastic
426,Plastic straw,Plastic
426,Plastic straw,Plastic
426,Plastic straw,Plastic
426,Plastic straw,Plastic
426,Plastic straw,Plastic
426,Plastic straw,Plastic
426,Plastic straw,Plastic
426,Plastic film,Plastic
426,Plastic film,Plastic
426,Drink carton,Paper
426,Plastic film,Plastic
426,Plastic film,Plastic
426,Other plastic wrapper,Plastic
426,Unlabeled litter,Other
426,Plastic film,Plastic
426,Plastic film,Plastic
426,Plastic film,Plastic
426,Cigarette,Other
426,Other plastic,Plastic
426,Unlabeled litter,Other
427,Drink can,Metal
427,Plastic bottle cap,Plastic
427,Other plastic bottle,Plastic
428,Drink can,Metal
428,Pop tab,Metal
429,Plastic bottle cap,Plastic
429,Clear plastic bottle,Plastic
430,Styrofoam piece,Other
431,Rope & strings,Other
432,Plastic film,Plastic
432,Other plastic,Plastic
432,Plastic film,Plastic
433,Plastic lid,Plastic
434,Aluminium foil,Metal
435,Other plastic bottle,Plastic
435,Other plastic bottle,Plastic
436,Other plastic wrapper,Plastic
436,Other plastic,Plastic
437,Plastic bottle cap,Plastic
437,Clear plastic bottle,Plastic
437,Plastic bottle cap,Plastic
438,Drink can,Metal
439,Plastic film,Plastic
440,Clear plastic bottle,Plastic
440,Plastic bottle cap,Plastic
441,Other plastic wrapper,Plastic
442,Plastic straw,Plastic
442,Plastic film,Plastic
443,Clear plastic bottle,Plastic
444,Clear plastic bottle,Plastic
444,Plastic bottle cap,Plastic
445,Plastic utensils,Plastic
445,Other plastic wrapper,Plastic
445,Unlabeled litter,Other
446,Drink can,Metal
446,Pop tab,Metal
446,Drink can,Metal
446,Pop tab,Metal
447,Plastic film,Plastic
448,Plastic utensils,Plastic
448,Plastic straw,Plastic
449,Drink carton,Paper
450,Styrofoam piece,Other
450,Styrofoam piece,Other
450,Rope & strings,Other
451,Unlabeled litter,Other
451,Cigarette,Other
452,Other plastic wrapper,Plastic
453,Other carton,Paper
453,Other plastic,Plastic
454,Styrofoam piece,Other
454,Other carton,Paper
454,Styrofoam piece,Other
455,Corrugated carton,Paper
455,Drink can,Metal
455,Drink can,Metal
455,Drink can,Metal
455,Drink can,Metal
455,Drink can,Metal
455,Drink can,Metal
455,Drink can,Metal
455,Drink can,Metal
455,Drink can,Metal
455,Drink can,Metal
455,Drink can,Metal
455,Drink can,Metal
455,Drink can,Metal
455,Drink can,Metal
455,Drink can,Metal
455,Pop tab,Metal
455,Pop tab,Metal
455,Pop tab,Metal
455,Pop tab,Metal
456,Battery,Other
457,Tissues,Paper
457,Disposable plastic cup,Plastic
457,Plastic straw,Plastic
457,Plastic lid,Plastic
457,Normal paper,Paper
457,Cigarette,Other
457,Other carton,Paper
457,Paper bag,Paper
458,Other plastic wrapper,Plastic
459,Plastic film,Plastic
460,Foam cup,Other
460,Foam cup,Other
460,Glass bottle,Glass
460,Plastic lid,Plastic
460,Plastic lid,Plastic
460,Disposable plastic cup,Plastic
460,Paper cup,Paper
460,Drink can,Metal
460,Disposable food container,Other
460,Unlabeled litter,Other
460,Paper straw,Paper
461,Plastic utensils,Plastic
462,Other plastic wrapper,Plastic
463,Scrap metal,Metal
464,Styrofoam piece,Other
465,Tupperware,Plastic
466,Plastic film,Plastic
467,Metal bottle cap,Metal
468,Glass bottle,Glass
469,Other plastic,Plastic
470,Unlabeled litter,Other
471,Pop tab,Metal
472,Other carton,Paper
473,Other plastic,Plastic
474,Plastic bottle cap,Plastic
475,Plastic film,Plastic
476,Other plastic,Plastic
477,Plastic film,Plastic
478,Metal bottle cap,Metal
479,Other carton,Paper
479,Plastic film,Plastic
480,Metal bottle cap,Metal
481,Single-use carrier bag,Plastic
481,Normal paper,Paper
482,Metal bottle cap,Metal
483,Drink can,Metal
484,Other plastic wrapper,Plastic
484,Plastic film,Plastic
484,Unlabeled litter,Other
484,Cigarette,Other
485,Metal bottle cap,Metal
485,Metal bottle cap,Metal
485,Metal bottle cap,Metal
485,Metal bottle cap,Metal
485,Metal bottle cap,Metal
485,Metal bottle cap,Metal
485,Metal bottle cap,Metal
485,Metal bottle cap,Metal
485,Metal bottle cap,Metal
486,Plastic film,Plastic
487,Clear plastic bottle,Plastic
488,Cigarette,Other
488,Cigarette,Other
488,Other plastic,Plastic
489,Drink can,Metal
490,Cigarette,Other
490,Cigarette,Other
491,Metal bottle cap,Metal
491,Metal bottle cap,Metal
492,Plastic lid,Plastic
493,Clear plastic bottle,Plastic
493,Plastic bottle cap,Plastic
494,Clear plastic bottle,Plastic
495,Drink can,Metal
495,Pop tab,Metal
496,Clear plastic bottle,Plastic
496,Clear plastic bottle,Plastic
496,Plastic bottle cap,Plastic
497,Other plastic,Plastic
498,Other plastic,Plastic
498,Other plastic,Plastic
499,Disposable food container,Other
500,Plastic film,Plastic
501,Other plastic wrapper,Plastic
502,Disposable plastic cup,Plastic
503,Paper cup,Paper
503,Rope & strings,Other
504,Plastic film,Plastic
504,Cigarette,Other
505,Other plastic wrapper,Plastic
506,Plastic straw,Plastic
507,Other plastic bottle,Plastic
507,Plastic bottle cap,Plastic
508,Other plastic bottle,Plastic
508,Plastic bottle cap,Plastic
509,Metal bottle cap,Metal
510,Other plastic,Plastic
510,Unlabeled litter,Other
511,Plastic film,Plastic
512,Cigarette,Other
513,Plastic film,Plastic
514,Clear plastic bottle,Plastic
514,Plastic bottle cap,Plastic
515,Pop tab,Metal
516,Plastic utensils,Plastic
516,Clear plastic bottle,Plastic
516,Unlabeled litter,Other
517,Tissues,Paper
518,Other carton,Paper
519,Plastic film,Plastic
520,Clear plastic bottle,Plastic
520,Plastic bottle cap,Plastic
521,Other carton,Paper
522,Drink can,Metal
522,Other plastic bottle,Plastic
522,Other carton,Paper
522,Pop tab,Metal
523,Paper bag,Paper
523,Plastic lid,Plastic
523,Plastic lid,Plastic
523,Paper cup,Paper
523,Wrapping paper,Paper
524,Clear plastic bottle,Plastic
524,Plastic bottle cap,Plastic
525,Drink can,Metal
526,Clear plastic bottle,Plastic
526,Plastic bottle cap,Plastic
527,Plastic film,Plastic
528,Plastic film,Plastic
529,Plastic film,Plastic
530,Plastic bottle cap,Plastic
531,Plastic bottle cap,Plastic
532,Disposable plastic cup,Plastic
533,Cigarette,Other
533,Paper bag,Paper
534,Disposable plastic cup,Plastic
535,Plastic film,Plastic
536,Other plastic wrapper,Plastic
537,Drink can,Metal
537,Pop tab,Metal
538,Clear plastic bottle,Plastic
538,Plastic bottle cap,Plastic
538,Aluminium foil,Metal
539,Glass bottle,Glass
540,Glass bottle,Glass
541,Metal bottle cap,Metal
542,Plastic straw,Plastic
543,Other plastic bottle,Plastic
543,Plastic bottle cap,Plastic
544,Metal bottle cap,Metal
544,Unlabeled litter,Other
544,Unlabeled litter,Other
545,Metal bottle cap,Metal
546,Cigarette,Other
546,Cigarette,Other
547,Unlabeled litter,Other
548,Drink can,Metal
548,Pop tab,Metal
548,Drink can,Metal
548,Cigarette,Other
549,Clear plastic bottle,Plastic
549,Plastic film,Plastic
550,Broken glass,Glass
551,Unlabeled litter,Other
552,Plastic bottle cap,Plastic
553,Styrofoam piece,Other
553,Styrofoam piece,Other
554,Other plastic,Plastic
555,Other plastic,Plastic
556,Rope & strings,Other
557,Plastic bottle cap,Plastic
558,Plastic film,Plastic
559,Styrofoam piece,Other
560,Other carton,Paper
561,Other plastic,Plastic
562,Normal paper,Paper
563,Plastic film,Plastic
563,Other carton,Paper
564,Unlabeled litter,Other
565,Plastic film,Plastic
566,Other plastic wrapper,Plastic
567,Disposable plastic cup,Plastic
568,Other plastic wrapper,Plastic
568,Plastic film,Plastic
568,Plastic film,Plastic
569,Other plastic wrapper,Plastic
570,Drink can,Metal
570,Pop tab,Metal
571,Other plastic,Plastic
572,Other carton,Paper
572,Other carton,Paper
573,Normal paper,Paper
574,Other plastic,Plastic
575,Styrofoam piece,Other
576,Metal bottle cap,Metal
577,Unlabeled litter,Other
578,Other plastic bottle,Plastic
578,Plastic bottle cap,Plastic
579,Plastic bottle cap,Plastic
580,Clear plastic bottle,Plastic
580,Drink can,Metal
580,Drink can,Metal
580,Other plastic,Plastic
581,Other plastic,Plastic
582,Glass bottle,Glass
582,Glass bottle,Glass
582,Glass bottle,Glass
582,Drink can,Metal
582,Scrap metal,Metal
582,Unlabeled litter,Other
583,Unlabeled litter,Other
584,Other plastic wrapper,Plastic
584,Unlabeled litter,Other
585,Other plastic wrapper,Plastic
586,Other plastic wrapper,Plastic
587,Plastic film,Plastic
588,Other plastic wrapper,Plastic
588,Plastic straw,Plastic
589,Other plastic,Plastic
589,Styrofoam piece,Other
589,Styrofoam piece,Other
590,Other plastic wrapper,Plastic
591,Other plastic wrapper,Plastic
592,Plastic bottle cap,Plastic
593,Meal carton,Paper
594,Other plastic,Plastic
594,Other plastic wrapper,Plastic
594,Unlabeled litter,Other
595,Other plastic bottle,Plastic
595,Plastic bottle cap,Plastic
595,Food Can,Metal
595,Pop tab,Metal
596,Normal paper,Paper
597,Glass bottle,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
598,Broken glass,Glass
599,Foam cup,Other
600,Plastic lid,Plastic
600,Unlabeled litter,Other
601,Foam cup,Other
601,Foam cup,Other
601,Drink can,Metal
601,Drink can,Metal
601,Pop tab,Metal
601,Drink can,Metal
601,Drink can,Metal
601,Unlabeled litter,Other
602,Plastic bottle cap,Plastic
603,Paper cup,Paper
603,Plastic straw,Plastic
604,Unlabeled litter,Other
604,Other plastic bottle,Plastic
605,Glass bottle,Glass
605,Other plastic,Plastic
606,Single-use carrier bag,Plastic
606,Unlabeled litter,Other
607,Disposable plastic cup,Plastic
607,Plastic lid,Plastic
608,Normal paper,Paper
608,Meal carton,Paper
608,Plastic film,Plastic
608,Tissues,Paper
608,Other plastic,Plastic
608,Unlabeled litter,Other
609,Wrapping paper,Paper
610,Other carton,Paper
610,Unlabeled litter,Other
610,Other plastic,Plastic
610,Unlabeled litter,Other
610,Unlabeled litter,Other
610,Unlabeled litter,Other
611,Other plastic,Plastic
611,Other plastic,Plastic
611,Other plastic,Plastic
611,Other plastic,Plastic
611,Other plastic,Plastic
611,Paper bag,Paper
611,Other plastic,Plastic
611,Unlabeled litter,Other
612,Plastic film,Plastic
612,Cigarette,Other
613,Plastic lid,Plastic
613,Other plastic wrapper,Plastic
614,Drink can,Metal
614,Pop tab,Metal
614,Plastic bottle cap,Plastic
614,Unlabeled litter,Other
614,Unlabeled litter,Other
614,Disposable food container,Other
614,Unlabeled litter,Other
615,Plastic utensils,Plastic
616,Glass bottle,Glass
616,Unlabeled litter,Other
616,Clear plastic bottle,Plastic
616,Disposable plastic cup,Plastic
616,Clear plastic bottle,Plastic
616,Plastic bottle cap,Plastic
616,Clear plastic bottle,Plastic
616,Unlabeled litter,Other
616,Plastic film,Plastic
616,Unlabeled litter,Other
616,Unlabeled litter,Other
616,Unlabeled litter,Other
617,Broken glass,Glass
617,Broken glass,Glass
617,Broken glass,Glass
617,Cigarette,Other
618,Clear plastic bottle,Plastic
618,Plastic bottle cap,Plastic
618,Plastic straw,Plastic
618,Cigarette,Other
619,Glass bottle,Glass
619,Unlabeled litter,Other
620,Unlabeled litter,Other
620,Disposable plastic cup,Plastic
620,Clear plastic bottle,Plastic
620,Unlabeled litter,Other
620,Clear plastic bottle,Plastic
620,Disposable plastic cup,Plastic
620,Unlabeled litter,Other
620,Clear plastic bottle,Plastic
620,Plastic utensils,Plastic
620,Unlabeled litter,Other
620,Unlabeled litter,Other
621,Drink can,Metal
621,Pop tab,Metal
621,Unlabeled litter,Other
622,Styrofoam piece,Other
622,Styrofoam piece,Other
622,Other plastic wrapper,Plastic
622,Other plastic wrapper,Plastic
623,Plastic film,Plastic
623,Styrofoam piece,Other
623,Other plastic wrapper,Plastic
623,Other plastic wrapper,Plastic
623,Other plastic wrapper,Plastic
623,Other plastic wrapper,Plastic
623,Broken glass,Glass
623,Unlabeled litter,Other
623,Styrofoam piece,Other
624,Wrapping paper,Paper
624,Wrapping paper,Paper
624,Plastic straw,Plastic
625,Pop tab,Metal
625,Pop tab,Metal
625,Pop tab,Metal
625,Pop tab,Metal
625,Pop tab,Metal
625,Other plastic,Plastic
625,Unlabeled litter,Other
625,Other plastic,Plastic
625,Cigarette,Other
625,Cigarette,Other
625,Cigarette,Other
625,Cigarette,Other
625,Cigarette,Other
625,Cigarette,Other
626,Pop tab,Metal
626,Cigarette,Other
626,Cigarette,Other
626,Cigarette,Other
626,Cigarette,Other
627,Plastic film,Plastic
627,Other plastic,Plastic
628,Plastic lid,Plastic
629,Plastic straw,Plastic
629,Plastic bottle cap,Plastic
629,Unlabeled litter,Other
629,Cigarette,Other
629,Other plastic,Plastic
629,Other plastic wrapper,Plastic
629,Wrapping paper,Paper
629,Unlabeled litter,Other
629,Cigarette,Other
629,Other plastic,Plastic
629,Unlabeled litter,Other
629,Cigarette,Other
629,Unlabeled litter,Other
629,Unlabeled litter,Other
630,Plastic film,Plastic
630,Plastic bottle cap,Plastic
630,Plastic film,Plastic
630,Plastic straw,Plastic
630,Unlabeled litter,Other
630,Cigarette,Other
630,Plastic utensils,Plastic
630,Plastic utensils,Plastic
630,Plastic utensils,Plastic
630,Other plastic wrapper,Plastic
630,Disposable food container,Other
630,Plastic straw,Plastic
630,Other plastic wrapper,Plastic
630,Plastic film,Plastic
630,Other plastic wrapper,Plastic
630,Plastic film,Plastic
630,Plastic straw,Plastic
630,Plastic straw,Plastic
630,Unlabeled litter,Other
630,Plastic straw,Plastic
630,Tissues,Paper
630,Plastic film,Plastic
630,Cigarette,Other
630,Cigarette,Other
630,Cigarette,Other
630,Cigarette,Other
630,Cigarette,Other
630,Cigarette,Other
630,Cigarette,Other
631,Cigarette,Other
631,Drink can,Metal
632,Cigarette,Other
632,Plastic film,Plastic
632,Unlabeled litter,Other
632,Unlabeled litter,Other
633,Foam cup,Other
633,Paper cup,Paper
633,Unlabeled litter,Other
